location,size(bhk),total_sqft,bath,balcony,price
Shankarapuram,2,823.0,2.0,1.0,8000000.0
7th Phase JP Nagar,2,990.0,2.0,2.0,5000000.0
TC Palaya,3,1200.0,2.0,0.0,6600000.0
Kothanur,2,1185.0,2.0,2.0,5900000.0
Kadubeesanahalli,2,1140.0,2.0,1.0,7800000.0
Ambedkar Nagar,3,1950.0,4.0,2.0,12000000.0
Yelahanka,3,1756.0,3.0,2.0,12500000.0
Kumaraswami Layout,4,2600.0,4.0,2.0,30000000.0
Chandapura,1,520.0,1.0,1.0,1404000.0
Doddakannelli,2,1025.0,2.0,1.0,4800000.0
Whitefield,2,1216.0,2.0,1.0,7200000.0
Sarjapur  Road,2,1026.0,2.0,2.0,6080000.0
Sarjapur  Road,4,3335.0,4.0,3.0,30000000.0
Kodichikkanahalli,5,2700.0,4.0,2.0,12500000.0
Begur,3,1411.0,2.0,2.0,6000000.0
Kanakpura Road,3,1320.0,2.0,1.0,3960000.0
Bannerghatta,2,1320.0,2.0,0.0,5000000.0
OMBR Layout,4,615.0,4.0,2.0,11000000.0
Kalena Agrahara,3,1804.0,3.0,2.0,15500000.0
HSR Layout,2,1140.0,2.0,2.0,4600000.0
Banjara Layout,4,1200.0,4.0,1.0,10500000.0
Hebbal,4,2375.0,4.0,2.0,18900000.0
Chamundi Nagar,3,1750.0,3.0,2.0,12000000.0
Wilson Garden,9,960.0,5.0,2.0,13000000.0
TC Palaya,2,1152.0,2.0,2.0,5500000.0
Thanisandra,2,965.0,2.0,1.0,5400000.0
Lingadheeranahalli,3,1684.0,3.0,1.0,12000000.0
Hennur Road,3,1672.0,3.0,2.0,8600000.0
Panathur,2,1075.0,2.0,2.0,6000000.0
Sarjapur,3,1500.0,5.0,2.0,9500000.0
HOSUR MAIN ROAD,3,1464.0,3.0,2.0,5600000.0
Hebbal,2,1420.0,2.0,1.0,9926000.0
Nagashetty Halli,2,750.0,2.0,0.0,4000000.0
Yeshwanthpur,2,1169.0,2.0,2.0,6408000.0
Devanahalli,3,1290.0,2.0,1.0,6200000.0
Kengeri,2,1160.0,2.0,2.0,4060000.0
Shampura,7,2800.0,5.0,3.0,9500000.0
Mysore Road,3,1500.0,3.0,2.0,7000000.0
Domlur,3,1850.0,3.0,1.0,18000000.0
Venkatapura,3,1300.0,3.0,2.0,4600000.0
Electronic City Phase II,3,1310.0,2.0,1.0,3784000.0000000005
RMV,3,2750.0,5.0,2.0,55000000.0
Bhoopsandra,3,2150.0,3.0,0.0,17000000.0
5th Block Hbr Layout,6,5100.0,5.0,3.0,30000000.0
Kanakpura Road,3,1300.0,2.0,3.0,6900000.0
Kadugodi,3,1875.0,2.0,1.0,11000000.0
Hulimavu,3,1260.0,2.0,1.0,8200000.0
Kengeri,5,2500.0,4.0,3.0,10000000.0
Begur Road,2,1241.0,2.0,1.0,6400000.0
Sarjapur  Road,2,1025.0,2.0,2.0,4550000.0
Postal Colony,2,1500.0,1.0,0.0,21800000.0
Electronic City,2,1070.0,2.0,1.0,6000000.0
Begur,2,815.0,2.0,1.0,4000000.0
Kanakpura Road,3,2000.0,3.0,3.0,10500000.0
Malleshwaram,2,1400.0,2.0,1.0,19000000.0
Varthur,4,1740.0,4.0,3.0,17500000.0
Sarjapur  Road,2,1216.0,2.0,2.0,7000000.0
pavitra paradise,3,2200.0,2.0,1.0,19000000.0
Hegde Nagar,4,3500.0,5.0,2.0,45000000.0
Shampura,6,970.0,6.0,3.0,10500000.0
Vidyaranyapura,7,3150.0,7.0,3.0,37500000.0
Kanakpura Road,2,1200.0,2.0,0.0,6200000.0
Marathahalli,2,1026.0,2.0,1.0,5018000.0
Hulimavu,1,450.0,1.0,1.0,2000000.0
KR Puram,2,1205.0,2.0,1.0,4579000.0
Jakkur Plantation,2,1368.0,2.0,3.0,8700000.0
Anekal,1,420.0,1.0,1.0,1250000.0
Doddakallasandra,2,1270.0,2.0,2.0,4200000.0
Anekal,2,614.0,1.0,1.0,2800000.0
Margondanahalli,2,1050.0,2.0,0.0,5800000.0
Yelahanka,2,1408.0,2.0,2.0,5800000.0
Subramanyapura,3,1223.0,2.0,2.0,4281000.0
Reliaable Tranquil Layout,3,1507.0,3.0,1.0,8000000.0
kadubisnahalli,2,1160.0,2.0,2.0,5700000.0
Kithaganur,3,1200.0,3.0,1.0,7000000.0
Poorna Pragna Layout,2,960.0,2.0,3.0,5000000.0
NGR Layout,2,1021.0,2.0,2.0,4600000.0
Hegde Nagar,3,2162.03,4.0,2.0,12900000.0
Channasandra,2,1065.0,2.0,1.0,3600000.0
Attibele,1,400.0,1.0,1.0,1025000.0
Bannerghatta Road,3,1465.0,2.0,1.0,7500000.0
Kanakpura Road,2,900.0,2.0,1.0,4100000.0
Marathahalli,3,1800.0,3.0,2.0,9500000.0
Amblipura,2,1175.0,2.0,2.0,8300000.0
Vijayanagar,4,1500.0,4.0,1.0,36000000.0
Sanjay nagar,2,1050.0,2.0,0.0,5900000.0
Electronic City Phase II,3,1400.0,2.0,2.0,4043000.0
Indira Nagar,3,1650.0,3.0,1.0,15000000.0
KR Puram,3,1827.0,3.0,2.0,9700000.0
Thanisandra,3,1930.0,4.0,2.0,12200000.0
Mysore Road,2,883.0,2.0,1.0,3700000.0
Kengeri,1,550.0,1.0,1.0,1675000.0
Electronic City,3,1400.0,2.0,1.0,4044000.0
RMV 2nd Stage,4,1350.0,4.0,1.0,31000000.0
Kanakapura,3,1290.0,2.0,3.0,3869000.0
Raja Rajeshwari Nagar,3,1021.0,3.0,2.0,5900000.0
Whitefield,2,1158.0,2.0,1.0,5500000.0
Varanasi,5,1200.0,4.0,1.0,9900000.0
Nagarbhavi,3,1400.0,2.0,2.0,13500000.0
Doddaballapur,4,2400.0,3.0,0.0,20000000.0
Munnekollal,3,1200.0,2.0,1.0,5790000.0
JP Nagar,3,1520.0,3.0,2.0,12500000.0
EPIP Zone,3,2710.0,3.0,2.0,17700000.0
Kenchenahalli,2,1150.0,2.0,2.0,5700000.0
Yelahanka,2,1101.0,2.0,2.0,3700000.0
Mahalakshmi Layout,3,1200.0,2.0,3.0,11000000.0
Hebbal,2,1252.0,2.0,1.0,9200000.0
Marathahalli,3,1650.0,3.0,2.0,8500000.0
Marathahalli,2,1270.0,2.0,2.0,8000000.0
Tumkur Road,2,992.0,2.0,1.0,7000000.0
BEML Layout,3,2000.0,3.0,2.0,8500000.0
Geddalahalli,2,893.0,2.0,2.0,3450000.0
Bisuvanahalli,3,1075.0,2.0,1.0,4149000.0
Kumaraswami Layout,7,3200.0,7.0,0.0,15000000.0
Electronic City,2,1190.0,2.0,1.0,4200000.0
Ashwathnagar,3,800.0,2.0,0.0,6000000.0
Sarjapur  Road,3,1814.0,3.0,3.0,6300000.0
Rahmath Nagar,3,1400.0,3.0,2.0,9800000.0
Bommasandra,5,1400.0,6.0,3.0,25200000.0
Murugeshpalya,3,1344.0,2.0,0.0,5600000.0
Whitefield,4,5400.0,5.0,3.0,47500000.0
Kanakpura Road,3,1843.0,3.0,2.0,9500000.0
Chikkadunnasandra,2,1138.0,2.0,1.0,3200000.0
Nagappa Reddy Layout,3,1495.0,2.0,2.0,7000000.0
Electronic City,2,880.0,2.0,1.0,1900000.0
Whitefield,3,1396.0,3.0,1.0,7400000.0
Garudachar Palya,3,1610.0,2.0,3.0,11900000.0
Tindlu,2,1050.0,2.0,2.0,5500000.0
Kumbena Agrahara,3,1410.0,2.0,2.0,4371000.0
Ramamurthy Nagar,2,1050.0,2.0,2.0,3779999.9999999995
Kumaraswami Layout,3,1310.0,2.0,1.0,8500000.0
Yelahanka,2,1104.0,2.0,2.0,5800000.0
Hennur Road,2,1165.0,2.0,1.0,6700000.0
Kudlu,2,1027.0,2.0,2.0,4400000.0
Hormavu,2,1310.0,2.0,3.0,6000000.0
Chikkanahalli,2,1052.0,2.0,2.0,5200000.0
Singasandra,3,1464.0,3.0,2.0,5600000.0
1st Block Koramangala,2,1000.0,2.0,2.0,4500000.0
Jayanagar,3,2240.0,3.0,2.0,30000000.0
Electronic City,2,1150.0,2.0,1.0,3808000.0
Thanisandra,3,2019.0,3.0,1.0,7067000.0
Varthur,2,986.0,2.0,1.0,3100000.0
Banashankari Stage III,1,1350.0,1.0,1.0,14500000.0
Akshaya Nagar,3,1893.0,4.0,2.0,9500000.0
Gollarapalya Hosahalli,3,1318.0,3.0,2.0,5600000.0
Yelahanka,3,1325.0,2.0,2.0,5800000.0
Kereguddadahalli,2,800.0,2.0,1.0,3300000.0
Canara Bank Colony,3,1300.0,3.0,2.0,4225000.0
Dodda Banaswadi,3,1300.0,2.0,2.0,6000000.0
Jalahalli East,2,1010.0,2.0,1.0,5200000.0
Banashankari,2,1260.0,2.0,3.0,7500000.0
Ulsoor,4,2500.0,4.0,0.0,17000000.0
Halanayakanahalli,3,1520.0,3.0,1.0,16500000.0
Harlur,2,1197.0,2.0,1.0,7500000.0
Manayata Tech Park,2,1050.0,2.0,2.0,4500000.0
Manjunath Nagar,5,910.0,4.0,2.0,19400000.0
Thanisandra,3,1241.0,2.0,1.0,6800000.0
Maithri Layout,3,1567.0,2.0,3.0,6200000.0
Kasavanhalli,3,1747.0,3.0,1.0,11000000.0
Ramagondanahalli,3,1475.0,2.0,2.0,5500000.0
Park View Layout,4,600.0,4.0,1.0,7000000.0
Xavier Layout,3,1524.0,4.0,2.0,40000000.0
Hennur Road,2,980.0,2.0,1.0,5100000.0
Dasanapura,2,966.0,2.0,1.0,5800000.0
Ferrar Nagar,4,2360.0,3.0,2.0,18500000.0
Sarjapur  Road,2,1112.0,2.0,1.0,6200000.0
Electronic City,2,550.0,1.0,1.0,1600000.0
Surabhi Layout,3,1760.0,3.0,3.0,9000000.0
Hennur,3,1830.0,2.0,3.0,11300000.0
Yelahanka,2,1175.0,2.0,1.0,6777000.0
Whitefield,2,1175.0,2.0,1.0,4100000.0
Horamavu Banaswadi,2,1025.0,2.0,2.0,4500000.0
Hennur Road,2,1232.0,2.0,1.0,8000000.0
5th Phase JP Nagar,2,1010.0,2.0,2.0,5700000.0
Sarjapur  Road,2,1273.0,2.0,2.0,6000000.0
Battarahalli,2,1590.0,2.0,2.0,10200000.0
Air View Colony,2,1100.0,2.0,1.0,5850000.0
Electronic City Phase II,3,1252.0,2.0,1.0,6500000.0
1st Phase JP Nagar,4,2615.0,5.0,3.0,22200000.0
Yelahanka,2,1322.0,2.0,1.0,7790000.000000001
7th Phase JP Nagar,1,1000.0,1.0,1.0,6000000.0
Harlur,3,1755.0,3.0,2.0,11700000.0
Electronic City Phase II,2,1135.0,2.0,2.0,4600000.0
Rajaji Nagar,8,1200.0,10.0,2.0,18000000.0
Electronic City,4,1200.0,4.0,1.0,12500000.0
Nagavarapalya,2,1260.0,2.0,2.0,8550000.0
Hoodi,5,3250.0,5.0,2.0,39500000.0
Ambedkar Nagar,4,3500.0,4.0,2.0,55000000.0
Manjunath Nagar,5,1200.0,6.0,2.0,11000000.0
Kanakpura Road,3,1100.0,2.0,1.0,5300000.0
Electronic City Phase II,3,1305.0,3.0,1.0,6500000.0
Ayappa Nagar,2,1236.0,2.0,1.0,5000000.0
Uttarahalli,2,1125.0,1.0,2.0,4500000.0
KR Puram,2,1075.0,2.0,2.0,3225000.0
BEML Layout,3,2000.0,3.0,2.0,8500000.0
Kadugondanahalli,8,772.0,5.0,1.0,6000000.0
Thanisandra,6,2999.97,6.0,0.0,11000000.0
Kadugodi,2,1150.0,2.0,2.0,4200000.0
9th Block Jayanagar,4,1440.0,4.0,1.0,24000000.0
Hennur Road,2,1085.0,2.0,1.0,4340000.0
Hebbal Kempapura,3,1785.0,3.0,0.0,16500000.0
Malleshwaram,3,2475.0,4.0,3.0,30000000.0
Thanisandra,3,1930.0,4.0,2.0,12000000.0
4th Phase JP Nagar,2,600.0,4.0,1.0,7000000.0
Kadugondanahalli,2,800.0,1.0,0.0,4500000.0
Kumaraswami Layout,4,2450.0,3.0,2.0,11000000.0
akshaya nagar t c palya,4,1200.0,4.0,0.0,12000000.0
Bannerghatta Road,3,1920.0,3.0,3.0,12200000.0
Kothannur,2,1085.0,2.0,2.0,3420000.0000000005
Thanisandra,1,760.0,1.0,2.0,5040000.0
Sahakara Nagar,2,1201.0,2.0,3.0,8000000.0
Electronic City,3,1615.0,3.0,2.0,9700000.0
Budigere,3,1991.0,4.0,2.0,10000000.0
Kasavanhalli,2,1377.0,2.0,2.0,8000000.0
Cunningham Road,3,2880.0,3.0,2.0,56000000.0
Laxmi Sagar Layout,3,1892.0,3.0,2.0,20000000.0
Shivaji Nagar,3,2176.0,3.0,3.0,34800000.0
Thanisandra,1,663.0,1.0,0.0,3282000.0
Electronic City,2,1165.0,2.0,1.0,3365000.0
Talaghattapura,3,3554.0,4.0,1.0,34000000.0
Thanisandra,2,1260.0,2.0,1.0,4550000.0
Volagerekallahalli,2,1095.0,2.0,1.0,3900000.0
KR Garden,2,1050.0,2.0,2.0,6500000.0
Seegehalli,2,1176.0,2.0,2.0,5000000.0
Thanisandra,3,1801.0,3.0,2.0,11500000.0
Whitefield,2,1315.0,2.0,3.0,5500000.0
Parappana Agrahara,2,1194.0,2.0,2.0,4600000.0
NRI Layout,2,2400.0,2.0,1.0,12500000.0
Uttarahalli,3,1308.0,2.0,3.0,5300000.0
Sarjapur  Road,4,4250.0,4.0,2.0,61000000.0
Thanisandra,3,1806.0,6.0,2.0,11600000.0
Thanisandra,4,3671.0,4.0,1.0,22000000.0
Hoodi,3,2144.0,3.0,2.0,14000000.0
Hoskote,2,1065.0,2.0,3.0,3375000.0
Balagere,2,1205.0,2.0,1.0,6700000.0
Uttarahalli,2,1160.0,2.0,2.0,4058000.0
Kanaka Nagar,4,750.0,4.0,2.0,9000000.0
Parappana Agrahara,2,1194.0,2.0,2.0,4700000.0
mvj engineering college,3,1200.0,3.0,1.0,5653000.0
2nd Phase Judicial Layout,3,1681.0,3.0,3.0,6900000.0
Bommasandra Industrial Area,2,1130.0,2.0,1.0,3264000.0
Iblur Village,4,3633.0,5.0,1.0,33500000.0
Kanakpura Road,3,1843.0,3.0,2.0,9000000.0
Bommasandra Industrial Area,2,1065.0,2.0,1.0,3075000.0
Thubarahalli,3,1885.0,3.0,2.0,8552000.0
R.T. Nagar,2,1500.0,2.0,2.0,4500000.0
Panathur,2,1210.0,2.0,2.0,6900000.0
TC Palaya,2,1126.0,2.0,1.0,3940000.0
Rayasandra,3,1357.0,2.0,2.0,5900000.0
Whitefield,3,1451.0,2.0,2.0,4640000.0
Kodigehaali,4,1600.0,3.0,3.0,18500000.0
Hennur Road,2,950.0,2.0,1.0,5500000.0
Bellandur,2,960.0,2.0,2.0,4800000.0
2nd Block Bel Layout,3,1625.0,3.0,3.0,9200000.0
Kaggalipura,3,2200.0,4.0,1.0,15000000.0
Ambalipura,3,1607.0,2.0,2.0,11200000.0
Kanakpura Road,2,900.0,2.0,1.0,4629000.0
Shree Ananth Nagar Layout,2,1080.0,2.0,2.0,3800000.0
Cooke Town,3,2300.0,3.0,1.0,25000000.0
Hosa Road,4,1708.0,3.0,0.0,6405000.0
Yeshwanthpur,6,2500.0,5.0,2.0,18500000.0
Bellandur,3,1690.0,2.0,2.0,11600000.0
RR Layout,5,2100.0,3.0,0.0,14500000.0
4th Block Koramangala,2,1269.0,2.0,2.0,9700000.0
Haralur Road,2,1243.0,2.0,2.0,4600000.0
Haralur Road,3,1890.0,3.0,2.0,8400000.0
Electronic City Phase II,2,1165.0,2.0,1.0,3364000.0
BTM Layout,2,1196.0,2.0,2.0,5681000.0
Parappana Agrahara,2,1194.0,2.0,2.0,4700000.0
Old Madras Road,3,1630.0,3.0,2.0,11000000.0
Whitefield,2,1063.0,2.0,1.0,4252000.0
Shikaripalya,2,1025.0,2.0,1.0,3997999.9999999995
Chikkabanavar,2,1067.0,2.0,1.0,3800000.0
Kanakpura Road,2,1299.0,2.0,1.0,8963000.0
Panathur,2,1343.0,2.0,1.0,7600000.0
Electronics City Phase 1,3,1330.0,2.0,2.0,4400000.0
Mallasandra,3,1524.0,2.0,3.0,7200000.0
Lingadheeranahalli,4,2236.0,4.0,2.0,15300000.0
Raja Rajashweri Nagar,3,1410.0,2.0,2.0,4512000.0
Kothanur,3,1581.0,3.0,3.0,7600000.0
Balagere,2,1205.0,2.0,1.0,7900000.0
Thyagaraja Nagar,3,1270.0,2.0,2.0,9525000.0
VHBCS Layout,3,1353.0,2.0,2.0,11000000.0
Jinkethimmanahalli,2,1200.0,2.0,1.0,6800000.0
basaveshwarnagar,3,1250.0,2.0,1.0,7000000.0
Gopalapura,3,1950.2,3.0,2.0,26100000.0
Sarjapur  Road,3,1157.0,2.0,1.0,6900000.0
Sarjapur  Road,2,1000.0,2.0,2.0,4000000.0
Yelahanka,1,602.0,1.0,1.0,3300000.0
Malleshwaram,5,3000.0,4.0,0.0,90000000.0
Hoodi,2,1108.0,2.0,0.0,6645999.999999999
Thyagaraja Nagar,2,1040.0,2.0,1.0,6800000.0
Sarjapur,2,1451.0,2.0,1.0,8700000.0
Raja Rajeshwari Nagar,2,1196.0,2.0,2.0,4054000.0
Kanakpura Road,1,850.0,1.0,1.0,3732000.0
Gopalapura,3,2171.66,3.0,2.0,29800000.0
Kanaka Nagar,2,900.0,2.0,1.0,4000000.0
Kudlu,1,720.0,1.0,1.0,3300000.0
Thanisandra,3,1573.0,3.0,2.0,11500000.0
Sarjapur  Road,2,1026.0,2.0,1.0,6080000.0
CV Raman Nagar,3,1400.0,2.0,2.0,7800000.0
Electronic City Phase II,3,1400.0,2.0,2.0,4044000.0
Banashankari Stage III,4,2100.0,3.0,1.0,14700000.0
Sarjapur  Road,2,1150.0,2.0,1.0,4850000.0
Raja Rajeshwari Nagar,3,1500.0,3.0,2.0,8800000.0
Malleshwaram,3,2400.0,3.0,2.0,38000000.0
HRBR Layout,3,1200.0,3.0,2.0,24000000.0
Kothanur,3,1790.0,3.0,2.0,10500000.0
Ramagondanahalli,2,1125.0,2.0,2.0,7500000.0
Marathahalli,2,1100.0,2.0,1.0,5000000.0
Banaswadi,2,1105.0,2.0,2.0,5700000.0
Thanisandra,2,1110.0,2.0,2.0,4650000.0
Dasanapura,1,708.0,1.0,1.0,4100000.0
Kudlu,2,1027.0,2.0,2.0,4400000.0
"Banashankari 3rd stage, Vivekanandanagar",3,1600.0,3.0,1.0,10000000.0
Thigalarapalya,4,3122.0,6.0,2.0,25000000.0
Sarjapur  Road,2,1205.0,2.0,2.0,3700000.0
5th Phase JP Nagar,3,1450.0,2.0,2.0,7300000.0
Thyagaraja Nagar,4,750.0,4.0,2.0,12500000.0
Annaiah Reddy Layout,1,540.0,1.0,0.0,2200000.0
Dasarahalli,2,1200.0,2.0,2.0,4200000.0
Nagarbhavi,5,1200.0,5.0,1.0,26000000.0
Kalena Agrahara,3,1837.0,2.0,2.0,9500000.0
Whitefield,2,1346.0,2.0,1.0,7601000.000000001
Balagere,2,1012.0,2.0,1.0,6800000.0
Gopalapura,3,1950.2,3.0,2.0,19300000.0
Atmananda Colony,2,1125.0,2.0,2.0,5500000.0
Kaggadasapura,3,1500.0,2.0,2.0,6000000.0
Harlur,2,1197.0,2.0,1.0,7990000.000000001
Chandapura,3,1230.0,2.0,2.0,3137000.0
BTM 2nd Stage,2,1100.0,2.0,2.0,4700000.0
Channasandra Layout,3,1563.0,2.0,2.0,5200000.0
4th Block Jayanagar,7,2240.0,4.0,1.0,70000000.0
Hebbal Kempapura,4,3729.0,4.0,2.0,38400000.0
Sarjapur  Road,3,1600.0,3.0,1.0,12000000.0
Green Glen Layout,3,1715.0,3.0,3.0,12000000.0
Bannerghatta Road,4,2400.0,4.0,1.0,18000000.0
Ramagondanahalli,2,1151.0,2.0,2.0,4250000.0
Banaswadi,6,1200.0,6.0,2.0,22000000.0
Uttarahalli,2,1123.0,2.0,2.0,6000000.0
Whitefield,2,1276.0,2.0,1.0,6950000.0
Yelahanka,2,1315.0,2.0,3.0,7700000.0
Poorna Pragna Layout,3,1270.0,2.0,2.0,5079000.0
R.T. Nagar,2,1325.0,2.0,2.0,5200000.0
Varthur,3,1600.0,3.0,2.0,6320000.0
Jakkur,3,1660.0,3.0,2.0,10400000.0
Kodichikkanahalli,2,1299.0,2.0,3.0,5800000.0
Haralur Road,2,953.0,2.0,1.0,9000000.0
Gunjur,2,1457.0,2.0,3.0,6000000.0
Varthur,2,1000.0,1.0,1.0,6500000.0
Mallasandra,3,1100.0,2.0,3.0,7630000.0
Yelahanka,3,1075.0,2.0,1.0,3353000.0
Kanakpura Road,3,1450.0,3.0,3.0,5100000.0
Iblur Village,5,5515.0,6.0,2.0,42500000.0
Bellandur,1,950.0,1.0,1.0,4000000.0
Basaveshwara Nagar,5,1200.0,3.0,1.0,18000000.0
Amam Enclave Layout,2,1013.0,2.0,2.0,6000000.0
Hennur Road,2,1140.0,2.0,2.0,5600000.0
4th T block Jayanagar,3,2100.0,3.0,3.0,22000000.0
Yelahanka,3,1430.0,3.0,1.0,6100000.0
Ilyas Nagar,4,600.0,3.0,0.0,9500000.0
Anantapura,3,1600.0,3.0,2.0,7700000.0
Ayappa Nagar,2,1190.0,2.0,1.0,4800000.0
Ashwath Nagar,3,1625.0,3.0,2.0,9500000.0
Classic Paradise Layout,2,1210.0,2.0,2.0,5300000.0
Lakshminarayana Pura,3,1615.0,3.0,2.0,15000000.0
Kalena Agrahara,2,1180.0,2.0,2.0,8500000.0
Nagasandra,2,1500.0,2.0,0.0,9100000.0
Bellandur,2,850.0,2.0,1.0,4500000.0
Kothanur,2,1130.0,2.0,2.0,5500000.0
CV Raman Nagar,2,907.0,2.0,2.0,3800000.0
HRBR Layout,2,1300.0,2.0,3.0,9000000.0
Hennur Road,3,1891.0,3.0,1.0,11000000.0
Hennur Road,3,1735.0,3.0,3.0,7800000.0
Bisuvanahalli,3,1075.0,2.0,1.0,3300000.0
Kumaraswami Layout,7,2040.0,4.0,3.0,12300000.0
Uttarahalli,3,1590.0,3.0,2.0,5700000.0
Jayanti Nagar,5,1600.0,5.0,2.0,14000000.0
Doddakammanahalli,2,1160.0,2.0,3.0,5500000.0
Tasker Town,2,930.0,1.0,1.0,5500000.0
Devanahalli,2,1010.0,2.0,1.0,5800000.0
Electronic City,2,1221.0,2.0,2.0,6800000.0
Banashankari,4,2400.0,4.0,3.0,47000000.0
Hoodi,2,1108.0,2.0,1.0,8748000.0
Vidyaranyapura,4,1000.0,4.0,2.0,12000000.0
Sarjapur  Road,2,1370.0,2.0,1.0,7000000.0
Banashankari Stage V,2,920.0,2.0,1.0,4150000.0
Bhoganhalli,2,1277.0,2.0,1.0,7989000.0
Horamavu Agara,2,1213.0,2.0,2.0,3810000.0
Singasandra,3,1653.0,3.0,2.0,8500000.0
Sarjapur,4,2400.0,3.0,3.0,14000000.0
1st Block Koramangala,4,3000.0,5.0,3.0,50000000.0
Kothanur,4,1600.0,4.0,3.0,25000000.0
Kanakpura Road,3,1570.0,3.0,2.0,6800000.0
Nallurhalli,2,1053.0,2.0,3.0,4400000.0
Hoysalanagar,3,1325.0,2.0,3.0,5600000.0
manyata,2,1169.0,2.0,1.0,5011000.0
Badavala Nagar,2,1274.0,2.0,1.0,9000000.0
Whitefield,2,1317.0,2.0,2.0,5200000.0
Lakshminarayana Pura,2,1195.0,2.0,1.0,7500000.0
Kammasandra,2,940.0,2.0,2.0,3500000.0
Budigere,3,1820.0,3.0,2.0,9550000.0
Kanakpura Road,3,1450.0,3.0,3.0,5360000.0
Whitefield,3,1615.0,3.0,0.0,9690000.0
Nagarbhavi,3,2200.0,2.0,3.0,9900000.0
Subramanyapura,2,985.0,2.0,1.0,6250000.0
Electronics City Phase 1,2,1116.0,2.0,1.0,3300000.0
Attibele,2,656.0,2.0,1.0,2500000.0
Kaggadasapura,2,1105.0,2.0,1.0,3950000.0
Whitefield,2,1220.0,2.0,1.0,5500000.0
Hoodi,3,1400.0,3.0,2.0,7400000.0
Bhuvaneswari Nagar,4,2400.0,3.0,0.0,18500000.0
Anandapura,3,850.0,3.0,0.0,6300000.0
Uttarahalli,2,1000.0,2.0,1.0,3500000.0
Bannerghatta Road,3,1660.0,3.0,3.0,8000000.0
Uttarahalli,3,1330.0,2.0,1.0,5700000.0
Old Madras Road,2,1165.0,2.0,1.0,5200000.0
Budigere,2,1153.0,2.0,2.0,5600000.0
Bannerghatta Road,2,1270.0,2.0,2.0,4500000.0
2nd Phase JP Nagar,2,1070.0,2.0,2.0,3800000.0
Banashankari Stage III,3,1420.0,2.0,2.0,9500000.0
Kothanur,4,1600.0,5.0,0.0,13000000.0
Langford Town,2,2031.0,2.0,2.0,20000000.0
Bellandur,2,1454.0,2.0,1.0,9000000.0
Whitefield,2,1116.0,2.0,3.0,4876000.0
Maruthi Sevanagar,4,2000.0,3.0,1.0,18000000.0
Sarjapur  Road,2,1346.0,2.0,1.0,7403000.0
Hessarghatta,2,1062.0,2.0,1.0,5000000.0
 Mysore Highway,1,700.0,1.0,1.0,2550000.0
JP Nagar,2,1405.0,2.0,1.0,9900000.0
Doddathoguru,2,1100.0,2.0,2.0,5000000.0
Chikka Tirupathi,3,2153.0,4.0,3.0,12000000.0
Kammagondahalli,3,1200.0,3.0,2.0,12000000.0
Ulsoor,3,2135.0,3.0,2.0,17000000.0
Uttarahalli,2,1125.0,2.0,1.0,4700000.0
2nd Phase Judicial Layout,3,1350.0,2.0,2.0,4725000.0
Pai Layout,2,1068.0,2.0,3.0,4800000.0
Doddathoguru,2,940.0,2.0,1.0,3290000.0
Hosa Road,2,1063.0,2.0,1.0,3279000.0
Brookefield,2,1382.0,2.0,2.0,8450000.0
Harlur,2,936.0,2.0,1.0,4500000.0
KR Puram,3,1400.0,2.0,3.0,6000000.0
Sarjapur  Road,1,475.0,1.0,1.0,2600000.0
LIC Colony,2,1200.0,2.0,1.0,11500000.0
Glass Factory Layout,3,1450.0,3.0,3.0,6500000.0
Kudlu,2,1162.0,2.0,1.0,5200000.0
Hosa Road,2,1161.0,2.0,1.0,4875000.0
Green Glen Layout,3,1623.29,2.0,2.0,10500000.0
Brookefield,2,1260.0,2.0,1.0,7000000.0
Billekahalli,4,1672.0,3.0,2.0,19000000.0
Seegehalli,3,3000.0,4.0,2.0,24000000.0
Murugeshpalya,3,1500.0,2.0,0.0,7000000.0
Dollars Colony,3,2000.0,3.0,3.0,20000000.0
Thyagaraja Nagar,1,1675.0,1.0,0.0,24100000.0
Electronic City,3,1200.0,3.0,2.0,15000000.0
Nagarbhavi,2,1100.0,2.0,2.0,4620000.0
Whitefield,3,1400.0,2.0,3.0,5600000.0
Ramagondanahalli,3,2257.0,3.0,2.0,15500000.0
Budigere,2,1153.0,2.0,2.0,5650000.0
Sarjapur  Road,2,1197.0,2.0,1.0,5686000.0
Siddapura,2,1150.0,2.0,2.0,9000000.0
Akshayanagara East,1,595.0,1.0,1.0,4000000.0
Hoodi,3,1837.0,3.0,1.0,11000000.0
Bellandur,3,1830.0,3.0,3.0,9186000.0
Green Glen Layout,3,1715.0,3.0,3.0,11500000.0
Electronic City,2,970.0,2.0,1.0,3500000.0
Hebbal Kempapura,4,1200.0,3.0,2.0,14800000.0
NRI Layout,4,2700.0,5.0,1.0,9575000.0
Siddapura,3,5480.0,4.0,2.0,40000000.0
Vidyaranyapura,4,2400.0,5.0,1.0,13500000.0
Sarjapur  Road,4,3040.0,4.0,2.0,13500000.0
Raja Rajeshwari Nagar,2,1168.0,2.0,1.0,6600000.0
Begur Road,2,1160.0,2.0,2.0,3654000.0
Mallappa Layout,3,1500.0,3.0,2.0,7500000.0
Kumaraswami Layout,2,600.0,2.0,1.0,7200000.0
5th Phase JP Nagar,8,1200.0,7.0,3.0,25000000.0
ITPL,2,850.0,2.0,1.0,2540000.0
